,Unnamed: 0,docstring,code,partition
74,74,"decode msdos date time details
","private long decodeMsDosFormatDateTime(long datetime) {
		LocalDateTime localDateTime = LocalDateTime.of(
				(int) (((datetime >> 25) & 0x7f) + 1980), (int) ((datetime >> 21) & 0x0f),
				(int) ((datetime >> 16) & 0x1f), (int) ((datetime >> 11) & 0x1f),
				(int) ((datetime >> 5) & 0x3f), (int) ((datetime << 1) & 0x3e));
		return localDateTime.toEpochSecond(
				ZoneId.systemDefault().getRules().getOffset(localDateTime)) * 1000;
	}",train
75,75,"launch the application
","protected void launch(String[] args) throws Exception {
		JarFile.registerUrlProtocolHandler();
		ClassLoader classLoader = createClassLoader(getClassPathArchives());
		launch(args, getMainClass(), classLoader);
	}",train
76,76,"create a classloader for the specified archives
","protected ClassLoader createClassLoader(List<Archive> archives) throws Exception {
		List<URL> urls = new ArrayList<>(archives.size());
		for (Archive archive : archives) {
			urls.add(archive.getUrl());
		}
		return createClassLoader(urls.toArray(new URL[0]));
	}",train
77,77,"return the specified java bean property name in dashed form
","public static String toDashedForm(String name, int start) {
		StringBuilder result = new StringBuilder();
		String replaced = name.replace('_', '-');
		for (int i = start; i < replaced.length(); i++) {
			char ch = replaced.charAt(i);
			if (Character.isUpperCase(ch) && result.length() > 0
					&& result.charAt(result.length() - 1) != '-') {
				result.append('-');
			}
			result.append(Character.toLowerCase(ch));
		}
		return result.toString();
	}",train
78,78,"replay deferred logging to the specified destination
","public void replayTo(Log destination) {
		synchronized (this.lines) {
			for (Line line : this.lines) {
				logTo(destination, line.getLevel(), line.getMessage(),
						line.getThrowable());
			}
			this.lines.clear();
		}
	}",train
79,79,"replay from a source log to a destination log when the source is deferred
","public static Log replay(Log source, Class<?> destination) {
		return replay(source, LogFactory.getLog(destination));
	}",train
80,80,"replay from a source log to a destination log when the source is deferred
","public static Log replay(Log source, Log destination) {
		if (source instanceof DeferredLog) {
			((DeferredLog) source).replayTo(destination);
		}
		return destination;
	}",train
81,81,"creates a new instance of the class
","public static ColorConverter newInstance(Configuration config, String[] options) {
		if (options.length < 1) {
			LOGGER.error(""Incorrect number of options on style. ""
					+ ""Expected at least 1, received {}"", options.length);
			return null;
		}
		if (options[0] == null) {
			LOGGER.error(""No pattern supplied on style"");
			return null;
		}
		PatternParser parser = PatternLayout.createPatternParser(config);
		List<PatternFormatter> formatters = parser.parse(options[0]);
		AnsiElement element = (options.length != 1) ? ELEMENTS.get(options[1]) : null;
		return new ColorConverter(formatters, element);
	}",train
82,82,"run the connection
","public void run() throws Exception {
		if (this.header.contains(""Upgrade: websocket"")
				&& this.header.contains(""Sec-WebSocket-Version: 13"")) {
			runWebSocket();
		}
		if (this.header.contains(""GET /livereload.js"")) {
			this.outputStream.writeHttp(getClass().getResourceAsStream(""livereload.js""),
					""text/javascript"");
		}
	}",train
83,83,"perform binding for the aggregate
","@SuppressWarnings(""unchecked"")
	public final Object bind(ConfigurationPropertyName name, Bindable<?> target,
			AggregateElementBinder elementBinder) {
		Object result = bindAggregate(name, target, elementBinder);
		Supplier<?> value = target.getValue();
		if (result == null || value == null) {
			return result;
		}
		return merge((Supplier<T>) value, (T) result);
	}",train
84,84,"search the system properties and environment variables for a value with the provided key
","public static String getProperty(String key, String defaultValue, String text) {
		try {
			String propVal = System.getProperty(key);
			if (propVal == null) {
				// Fall back to searching the system environment.
				propVal = System.getenv(key);
			}
			if (propVal == null) {
				// Try with underscores.
				String name = key.replace('.', '_');
				propVal = System.getenv(name);
			}
			if (propVal == null) {
				// Try uppercase with underscores as well.
				String name = key.toUpperCase(Locale.ENGLISH).replace('.', '_');
				propVal = System.getenv(name);
			}
			if (propVal != null) {
				return propVal;
			}
		}
		catch (Throwable ex) {
			System.err.println(""Could not resolve key '"" + key + ""' in '"" + text
					+ ""' as system property or in environment: "" + ex);
		}
		return defaultValue;
	}",train
85,85,"add config file property sources to the specified environment
","protected void addPropertySources(ConfigurableEnvironment environment,
			ResourceLoader resourceLoader) {
		RandomValuePropertySource.addToEnvironment(environment);
		new Loader(environment, resourceLoader).load();
	}",train
86,86,"final handle an interrupt signal ctrlc
","protected void handleSigInt() {
		if (this.commandRunner.handleSigInt()) {
			return;
		}
		System.out.println(String.format(""%nThanks for using Spring Boot""));
		System.exit(1);
	}",train
87,87,"set specific status mappings
","public void setStatusMapping(Map<String, Integer> statusMapping) {
		Assert.notNull(statusMapping, ""StatusMapping must not be null"");
		this.statusMapping = new HashMap<>(statusMapping);
	}",train
88,88,"add specific status mappings to the existing set
","public void addStatusMapping(Map<String, Integer> statusMapping) {
		Assert.notNull(statusMapping, ""StatusMapping must not be null"");
		this.statusMapping.putAll(statusMapping);
	}",train
89,89,"add a status mapping to the existing set
","public void addStatusMapping(Status status, Integer httpStatus) {
		Assert.notNull(status, ""Status must not be null"");
		Assert.notNull(httpStatus, ""HttpStatus must not be null"");
		addStatusMapping(status.getCode(), httpStatus);
	}",train
90,90,"add a status mapping to the existing set
","public void addStatusMapping(String statusCode, Integer httpStatus) {
		Assert.notNull(statusCode, ""StatusCode must not be null"");
		Assert.notNull(httpStatus, ""HttpStatus must not be null"");
		this.statusMapping.put(statusCode, httpStatus);
	}",train
91,91,"return the name of the file relative to the source folder
","public String getRelativeName() {
		File folder = this.sourceFolder.getAbsoluteFile();
		File file = this.file.getAbsoluteFile();
		String folderName = StringUtils.cleanPath(folder.getPath());
		String fileName = StringUtils.cleanPath(file.getPath());
		Assert.state(fileName.startsWith(folderName), () -> ""The file "" + fileName
				+ "" is not contained in the source folder "" + folderName);
		return fileName.substring(folderName.length() + 1);
	}",train
92,92,"postprocess the content to expose
","@Override
	protected void postProcessContent(Map<String, Object> content) {
		replaceValue(getNestedMap(content, ""commit""), ""time"",
				getProperties().getCommitTime());
		replaceValue(getNestedMap(content, ""build""), ""time"",
				getProperties().getInstant(""build.time""));
	}",train
93,93,"append text with the given ansi codes
","AnsiString append(String text, Code... codes) {
		if (codes.length == 0 || !isAnsiSupported()) {
			this.value.append(text);
			return this;
		}
		Ansi ansi = Ansi.ansi();
		for (Code code : codes) {
			ansi = applyCode(ansi, code);
		}
		this.value.append(ansi.a(text).reset().toString());
		return this;
	}",train
94,94,"log a warning indicating that fork mode has been explicitly disabled while some conditions are present that require to enable it
","protected void logDisabledFork() {
		if (getLog().isWarnEnabled()) {
			if (hasAgent()) {
				getLog().warn(""Fork mode disabled, ignoring agent"");
			}
			if (hasJvmArgs()) {
				RunArguments runArguments = resolveJvmArguments();
				getLog().warn(""Fork mode disabled, ignoring JVM argument(s) ["" + Arrays
						.stream(runArguments.asArray()).collect(Collectors.joining("" ""))
						+ ""]"");
			}
			if (hasWorkingDirectorySet()) {
				getLog().warn(
						""Fork mode disabled, ignoring working directory configuration"");
			}
		}
	}",train
95,95,"resolve the jvm arguments to use
","protected RunArguments resolveJvmArguments() {
		StringBuilder stringBuilder = new StringBuilder();
		if (this.systemPropertyVariables != null) {
			stringBuilder.append(this.systemPropertyVariables.entrySet().stream()
					.map((e) -> SystemPropertyFormatter.format(e.getKey(), e.getValue()))
					.collect(Collectors.joining("" "")));
		}
		if (this.jvmArguments != null) {
			stringBuilder.append("" "").append(this.jvmArguments);
		}
		return new RunArguments(stringBuilder.toString());
	}",train
96,96,"check if one of the default resource locations actually exists
","protected ConditionOutcome getResourceOutcome(ConditionContext context,
			AnnotatedTypeMetadata metadata) {
		List<String> found = new ArrayList<>();
		for (String location : this.resourceLocations) {
			Resource resource = context.getResourceLoader().getResource(location);
			if (resource != null && resource.exists()) {
				found.add(location);
			}
		}
		if (found.isEmpty()) {
			ConditionMessage message = startConditionMessage()
					.didNotFind(""resource"", ""resources"")
					.items(Style.QUOTE, Arrays.asList(this.resourceLocations));
			return ConditionOutcome.noMatch(message);
		}
		ConditionMessage message = startConditionMessage().found(""resource"", ""resources"")
				.items(Style.QUOTE, found);
		return ConditionOutcome.match(message);
	}",train
97,97,"set the default uri to be used on operations that do not have a uri parameter
","public WebServiceTemplateBuilder setDefaultUri(String defaultUri) {
		Assert.hasText(defaultUri, ""DefaultUri must not be empty"");
		return setDestinationProvider(() -> URI.create(defaultUri));
	}",train
98,98,"return the autoconfiguration base packages for the given bean factory
","public static List<String> get(BeanFactory beanFactory) {
		try {
			return beanFactory.getBean(BEAN, BasePackages.class).get();
		}
		catch (NoSuchBeanDefinitionException ex) {
			throw new IllegalStateException(
					""Unable to retrieve @EnableAutoConfiguration base packages"");
		}
	}",train
99,99,"programmatically registers the autoconfiguration package names
","public static void register(BeanDefinitionRegistry registry, String... packageNames) {
		if (registry.containsBeanDefinition(BEAN)) {
			BeanDefinition beanDefinition = registry.getBeanDefinition(BEAN);
			ConstructorArgumentValues constructorArguments = beanDefinition
					.getConstructorArgumentValues();
			constructorArguments.addIndexedArgumentValue(0,
					addBasePackages(constructorArguments, packageNames));
		}
		else {
			GenericBeanDefinition beanDefinition = new GenericBeanDefinition();
			beanDefinition.setBeanClass(BasePackages.class);
			beanDefinition.getConstructorArgumentValues().addIndexedArgumentValue(0,
					packageNames);
			beanDefinition.setRole(BeanDefinition.ROLE_INFRASTRUCTURE);
			registry.registerBeanDefinition(BEAN, beanDefinition);
		}
	}",train
